wid,price,variety,region,province,country,winery,encoded,color
713,60.0,Sangiovese,Alta Valle della Greve,Tuscany,Italy,Poggio Scalette,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
714,150.0,Sangiovese,Brunello di Montalcino,Tuscany,Italy,Siro Pacenti,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0", red
715,17.0,Melon,Muscadet Côtes de Grandlieu,Loire Valley,France,Domaine du Haut Bourg,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
716,11.0,Gewürztraminer,nan,Colchagua Valley,Chile,Viña Bisquertt,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
717,13.0,Turbiana,Lugana,Lombardy,Italy,Montresor,"0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0", white
718,62.0,Syrah,"Sonoma Coast, Sonoma",California,US,Ram's Gate,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
719,13.0,Sauvignon Blanc,Vin de France,France Other,France,Saget la Perrière,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
720,13.0,Portuguese Red,nan,Alentejo,Portugal,Adega Cooperativa de Borba,"0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0", red
721,30.0,Malbec-Cabernet Franc,Touraine,Loire Valley,France,Antoine Simoneau,"0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
722,38.0,Pinot Noir,"Sonoma Coast, Sonoma",California,US,Bailiwick,"0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0", red
723,10.0,Gamay,Beaujolais,Beaujolais,France,Barton & Guestier,"0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0", red
724,15.0,Garganega,Soave Classico,Veneto,Italy,Cantina di Soave,"0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1", white
725,,Portuguese Red,nan,Tejo,Portugal,Caves Velhas,"0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
726,42.0,Zinfandel,"Sonoma Valley, Sonoma",California,US,Deering,"0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
727,18.0,Chardonnay,nan,Casablanca Valley,Chile,Indomita,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
728,15.0,Sauvignon Blanc,Touraine,Loire Valley,France,Antoine Simoneau,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
729,39.0,Syrah,"Umpqua Valley, Southern Oregon",Oregon,US,Reustle,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
730,12.0,Cabernet Sauvignon,nan,Colchagua Valley,Chile,Alto Los Romeros,"0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", red
731,20.0,Garnacha Blanca,Spain,Spain Other,Spain,Bodegas Langa,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
732,80.0,Pinot Noir,"Dundee Hills, Willamette Valley",Oregon,US,Bergström,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
733,80.0,Malbec,Cahors,Southwest France,France,Château Lagrézette,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
734,100.0,Cabernet Sauvignon,"Mount Veeder, Napa",California,US,Communication Block,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
735,25.0,Portuguese White,nan,Alentejano,Portugal,Luis Duarte,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
736,45.0,Syrah-Tempranillo,"Russian River Valley, Sonoma",California,US,Marimar Estate,"1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
737,30.0,Turbiana,Lugana Superiore,Lombardy,Italy,Ottella,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0", white
738,40.0,Zinfandel,"Dry Creek Valley, Sonoma",California,US,Sbragia,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
739,,Malbec,Cahors,Southwest France,France,Château Nozières,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0", red
740,45.0,Portuguese Red,nan,Alentejano,Portugal,Cortes de Cima,"1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0", red
741,40.0,Riesling,nan,Mosel,Germany,Dr. Hermann,"0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0", white
742,56.0,Pinot Noir,"Russian River Valley, Sonoma",California,US,Benovia,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
743,70.0,Cabernet Sauvignon,"Sonoma Valley, Sonoma",California,US,Amapola Creek,"1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
744,45.0,Chardonnay,"Ben Lomond Mountain, Central Coast",California,US,Beauregard,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
745,42.0,Cabernet Sauvignon,"Napa Valley, Napa",California,US,Burgess,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
746,15.0,Garnacha Tintorera,Valencia,Levante,Spain,Vicente Gandia,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
747,23.0,Tempranillo Blend,Ribera del Duero,Northern Spain,Spain,Convento Oreja,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red or white
748,15.0,Tempranillo,Rioja,Northern Spain,Spain,El Coto,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
749,15.0,Premsal,Vi de la Terra Mallorca,Spanish Islands,Spain,Terra de Falanis,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
750,40.0,Petit Verdot,"Lodi, Central Valley",California,US,Enoteca Five,"0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0", red
751,45.0,Cabernet Franc,"Dry Creek Valley, Sonoma",California,US,Merriam,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
752,12.0,Pinot Gris,nan,Idaho,US,Sawtooth,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
753,25.0,Zinfandel,"Sonoma Valley, Sonoma",California,US,Wellington,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
754,14.0,Rhône-style White Blend,Côtes du Rhône,Rhône Valley,France,Cellier des Chartreux,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
755,60.0,Cabernet Franc,"Napa Valley, Napa",California,US,Cosentino,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
756,7.0,Rosado,Vino de la Tierra de Castilla,Central Spain,Spain,Dominio de Eguren,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", pink
757,18.0,White Blend,nan,Idaho,US,3 Horse Ranch Vineyards,"0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", white
758,18.0,Tempranillo,Ribera del Duero,Northern Spain,Spain,Hesvera,"0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0", red
759,22.0,Viognier,"Walla Walla Valley (WA), Columbia Valley",Washington,US,Plumb Cellars,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
760,28.0,Sangiovese,"Napa Valley, Napa",California,US,Pope Valley Winery,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
761,18.0,Pinot Noir,Coteaux du Giennois,Loire Valley,France,Thibault,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0", red
762,16.0,Pinot Gris,nan,Idaho,US,3 Horse Ranch Vineyards,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
763,18.0,Garnacha,Campo de Borja,Northern Spain,Spain,Borsao,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
764,14.0,Tempranillo,Ribera del Duero,Northern Spain,Spain,Ébano,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
765,20.0,Chardonnay,"Monterey County-Napa County-Sonoma County, California Other",California,US,Ghost Pines,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
766,15.0,Sauvignon Blanc,"North Fork of Long Island, Long Island",New York,US,Osprey's Dominion,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1", white
767,19.0,Portuguese Red,nan,Lisboa,Portugal,Quinta de São Sebastião,"1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
768,24.0,Port,nan,Port,Portugal,Quinta do Portal,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0", red
769,30.0,Sparkling Blend,Franciacorta,Lombardy,Italy,Ronco Calino,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", white or rosé
770,75.0,Zinfandel,"St. Helena, Napa",California,US,Chiarello Family Vineyards,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
771,48.0,Bordeaux-style Red Blend,"Monterey County, Central Coast",California,US,Coastview,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
772,,Gamay,Moulin-à-Vent,Beaujolais,France,Georges Duboeuf,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
773,59.0,Cabernet Sauvignon,"Napa Valley, Napa",California,US,Kasuari,"0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0", red
774,43.0,Pinot Noir,Chorey-lès-Beaune,Burgundy,France,Jean-Luc and Paul Aegerter,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
775,,Red Blend,Gutturnio Classico Superiore,Central Italy,Italy,La Tosa,"0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0", red
776,28.0,Pinot Noir,"Russian River Valley, Sonoma",California,US,Miro,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
777,34.0,Port,nan,Port,Portugal,Quinta do Portal,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
778,45.0,Chardonnay,"Santa Cruz Mountains, Central Coast",California,US,Ridge,"0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
779,14.0,Chardonnay,Trento,Northeastern Italy,Italy,Rotari,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
780,20.0,Pinot Gris,"Columbia Gorge (OR), Oregon Other",Oregon,US,Sineann,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
781,,White Blend,Mendoza,Mendoza Province,Argentina,François Lurton,"0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0", white
782,,Chardonnay,Pouilly-Fuissé,Burgundy,France,Georges Duboeuf,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1", white
783,44.0,Pinot Noir,"Willamette Valley, Willamette Valley",Oregon,US,Vista Hills,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
784,29.0,Sauvignon Blanc,Uco Valley,Mendoza Province,Argentina,O. Fournier,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
785,55.0,Tempranillo Blend,Rioja,Northern Spain,Spain,Paco Garcia,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0", red or white
786,42.0,Pinot Noir,"Russian River Valley, Sonoma",California,US,Sonoma-Cutrer,"0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
787,35.0,Syrah,"Sta. Rita Hills, Central Coast",California,US,Ampelos,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
788,,Red Blend,Coteaux d'Aix-en-Provence,Provence,France,Château la Coste,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
789,25.0,Riesling,Alsace,Alsace,France,Dirler-Cadé,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
790,,Riesling,Alsace,Alsace,France,Domaine Albert Mann,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
791,17.0,Riesling,Alsace,Alsace,France,Domaine Charles Baur,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1", white
792,39.0,Syrah,"Red Mountain, Columbia Valley",Washington,US,Efeste,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
793,39.0,Syrah,"Yakima Valley, Columbia Valley",Washington,US,Efeste,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
794,45.0,Verdicchio,Verdicchio dei Castelli di Jesi Classico Superiore,Central Italy,Italy,Garofoli,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
795,21.0,Merlot,"Columbia Valley (WA), Columbia Valley",Washington,US,Gordon Estate,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
796,24.0,Cabernet Sauvignon,nan,Atalanti Valley,Greece,Hatzimichalis,"0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
797,25.0,Red Blend,nan,Burgenland,Austria,Nittnaus Hans und Christine,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
798,44.0,St. Laurent,nan,Niederösterreich,Austria,R&A; Pfaffl,"0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1", red
799,56.0,Cabernet Sauvignon,"Napa Valley, Napa",California,US,Silverado,"0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
800,16.0,Rhône-style White Blend,"Columbia Valley (WA), Columbia Valley",Washington,US,Southard,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", white
801,17.0,Verdicchio,Verdicchio dei Castelli di Jesi Classico Superiore,Central Italy,Italy,Umani Ronchi,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
802,35.0,Blaufränkisch,nan,Mittelburgenland,Austria,Iby,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
803,30.0,Gewürztraminer,Alsace,Alsace,France,Klipfel,"0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
804,70.0,Zweigelt,nan,Wagram-Donauland,Austria,Leth,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
805,31.0,Red Blend,Les Baux de Provence,Provence,France,Mas de la Dame,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
806,40.0,White Blend,Vin de Pays des Alpilles,Provence,France,Mas de la Dame,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
807,55.0,Pinot Noir,"Santa Lucia Highlands, Central Coast",California,US,Black Kite,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
808,28.0,Gewürztraminer,Alsace,Alsace,France,Cave de Kientzheim-Kaysersberg,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
809,40.0,Chardonnay,"Santa Maria Valley, Central Coast",California,US,Alta Maria,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", white
810,25.0,Bordeaux-style Red Blend,"Alexander Valley, Sonoma",California,US,Blue Rock,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
811,58.0,Merlot,"Columbia Valley (WA), Columbia Valley",Washington,US,Canoe Ridge,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
812,28.0,Riesling,Alsace,Alsace,France,Cave de Kientzheim-Kaysersberg,"0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
813,45.0,Cabernet Sauvignon,"Columbia Valley (WA), Columbia Valley",Washington,US,Columbia Crest,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
814,20.0,Red Blend,nan,Burgenland,Austria,Esterházy,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
815,52.0,Bordeaux-style Red Blend,"Sonoma County, Sonoma",California,US,Ferrari-Carano,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
816,38.0,Cabernet Franc,"Oak Knoll District, Napa",California,US,Monticello Vineyards,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
817,42.0,Pinot Noir,"Sta. Rita Hills, Central Coast",California,US,Samsara,"0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
818,36.0,Zinfandel,"Alexander Valley, Sonoma",California,US,Seghesio,"0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
819,,Moscato,Piedmont,Piedmont,Italy,Tenuta Olim Bauda,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1", white
820,,Austrian white blend,nan,Thermenregion,Austria,Loimer,"0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0", white
821,,Pinot Noir,Vosne-Romanée,Burgundy,France,Louis Jadot,"0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", red
822,43.0,Syrah,nan,San Antonio,Chile,Matetic,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
823,42.0,Moscato,Umbria,Central Italy,Italy,Barberani,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
824,56.0,Pinot Noir,"Russian River Valley, Sonoma",California,US,Benovia,"1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
825,25.0,Red Blend,Uco Valley,Mendoza Province,Argentina,Carlos Basso,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
826,25.0,Syrah,"Columbia Valley (WA), Columbia Valley",Washington,US,Darby,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
827,120.0,Pinot Noir,"Sonoma Coast, Sonoma",California,US,Evening Land,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
828,60.0,Pinot Noir,"Sonoma Coast, Sonoma",California,US,Failla,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
829,75.0,Red Blend,Yarra Valley,Victoria,Australia,Yarra Yering,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
830,120.0,Syrah,nan,Aconcagua Valley,Chile,Errazuriz,"1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0", red
831,63.0,White Blend,Isola dei Nuraghi,Sicily & Sardinia,Italy,Feudi della Medusa,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", white
832,,Gamay,Morgon,Beaujolais,France,Georges Duboeuf,"0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0", red
833,42.0,Cabernet Sauvignon,"Red Mountain, Columbia Valley",Washington,US,Gorman,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
834,48.0,Riesling,nan,Niederösterreich,Austria,Arndorfer,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
835,22.0,Cabernet Sauvignon,"Napa Valley, Napa",California,US,Cameron Hughes,"0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
836,35.0,Rosé,Bandol,Provence,France,Domaine de l'Hermitage,"0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", pink
837,,Riesling,nan,Wachau,Austria,Domäne Wachau,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0", white
838,42.0,Syrah,Crozes-Hermitage,Rhône Valley,France,Domaine du Colombier,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
839,24.0,Syrah,Côtes du Rhône,Rhône Valley,France,Domaine Fond Croze,"0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0", red
840,38.0,Merlot,"Columbia Valley (WA), Columbia Valley",Washington,US,Camaraderie,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
841,36.0,Rhône-style Red Blend,Côtes du Rhône,Rhône Valley,France,Château de Beaucastel,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
842,34.0,Tempranillo Blend,Rioja,Northern Spain,Spain,Telmo Rodríguez,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0", red or white
843,125.0,Bordeaux-style Red Blend,"Napa Valley, Napa",California,US,Freemark Abbey,"1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
844,22.0,Riesling,nan,Kremstal,Austria,Hermann Moser,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1", white
845,27.0,Riesling,nan,Niederösterreich,Austria,Zull,"0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0", white
846,30.0,Pinot Nero,Alto Adige,Northeastern Italy,Italy,Tenuta Klaus Lentsch,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
847,39.0,Syrah,"Yakima Valley, Columbia Valley",Washington,US,Efeste,"1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0", red
848,40.0,White Blend,Vigneti delle Dolomiti,Northeastern Italy,Italy,Franz Haas,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1", white
849,52.0,Grüner Veltliner,nan,Kremstal,Austria,Nigl,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0", white
850,50.0,Malbec,"Livermore Valley, Central Coast",California,US,Steven Kent,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
851,40.0,Chardonnay,"Sonoma County, Sonoma",California,US,Arrowood,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
852,90.0,St. Laurent,nan,Thermenregion,Austria,Johanneshof Reinisch,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
853,20.0,Riesling,nan,Kamptal,Austria,Loimer,"0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1", white
854,150.0,Cabernet Sauvignon,"Saddle Rock-Malibu, South Coast",California,US,Cielo,"1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
855,105.0,Chenin Blanc,nan,Stellenbosch,South Africa,DeMorgenzon,"0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0", white
856,32.0,Petite Sirah,nan,Galilee,Israel,Recanati,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1", red
857,50.0,Sparkling Blend,nan,Rheingau,Germany,Robert Weil,"0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", white or rosé
858,40.0,Pinot Noir,"Russian River Valley, Sonoma",California,US,Sandler,"0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0", red
859,40.0,Chardonnay,"Alexander Valley, Sonoma",California,US,Stonestreet,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", white
860,80.0,Red Blend,nan,Judean Hills,Israel,Yatir,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0", red
861,29.0,Malbec,Mendoza,Mendoza Province,Argentina,Don Manuel Villafañe,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
862,169.0,Sangiovese,Brunello di Montalcino,Tuscany,Italy,Livio Sassetti,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
863,79.0,Pinot Noir,Pommard,Burgundy,France,Louis Jadot,"1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
864,75.0,Cabernet Sauvignon,"North Fork of Long Island, Long Island",New York,US,Paumanok,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
865,29.0,Viura,Rioja,Northern Spain,Spain,Marqués de Murrieta,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
866,28.0,Riesling,nan,Mosel,Germany,Reichsgraf von Kesselstatt,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
867,46.0,Chardonnay,"Sonoma Coast, Sonoma",California,US,Eric Kent,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
868,65.0,Sangiovese,Brunello di Montalcino,Tuscany,Italy,Fanti,"1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0", red
869,50.0,Sauvignon Blanc,"Oakville, Napa",California,US,Flora Springs,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1", white
870,45.0,Aglianico,"Paso Robles, Central Coast",California,US,Giornata,"1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", red
871,36.0,Portuguese Red,nan,Alentejano,Portugal,Herdade Grande,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0", red
872,50.0,Syrah,"Santa Barbara County, Central Coast",California,US,Jaffurs,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
873,99.0,Pinot Bianco,Alto Adige,Northeastern Italy,Italy,St. Pauls,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0", white
874,30.0,Cabernet Sauvignon,"Finger Lakes, Finger Lakes",New York,US,McGregor,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0", red
875,48.0,Red Blend,"Paso Robles, Central Coast",California,US,Midnight,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
876,45.0,Red Blend,nan,Judean Hills,Israel,Montefiore,"1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
877,36.0,Merlot,"Paso Robles, Central Coast",California,US,Midnight,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
878,40.0,Pinot Noir,"Chehalem Mountains, Willamette Valley",Oregon,US,Roots,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
879,15.0,Pinot Noir,nan,Rheinhessen,Germany,Schäfer,"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
880,42.0,Riesling,nan,Mosel,Germany,Schloss Saarstein,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
881,23.0,Cabernet Sauvignon,Lake County,California,US,Shannon Ridge,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0", red
